20.627012,20.301918,21.248335,19.954447,20.089367,20.266407,19.828817,19.989775,20.235058,19.757256
.21598502,.22129788,.1976074,.22929189,.22607478,.22533175,.23415771,.2312327,.22312786,.23356542
.040406022,.040211428,.040784508,.040734354,.040563807,.040205918,.040213842,.040727109,.040466968,.040044643
26.174871,26.301821,26.190374,26.086546,26.154539,26.487364,26.233727,26.165462,26.069721,26.096895
12.336216,12.460996,12.478816,12.285295,12.176612,12.411382,12.292535,12.310519,12.007304,12.346342
2429.98,2500.0264,2425.6243,2355.0044,2456.0029,2409.1392,2429.386,2423.5708,2397.1484,2419.8435
3652.5613,3764.8074,3567.7495,3492.6504,3670.771,3542.6367,3669.0801,3623.5508,3469.3589,3511.1499
.31246725,.3001948,.31208909,.3107056,.30897352,.32724476,.32152319,.30483446,.31651932,.32445547
.037629008,.034485914,.031965129,.034571063,.034881603,.035982423,.036350284,.035141744,.035989013,.036040187
.13260128,.13258801,.13840227,.1336167,.13276291,.13139632,.13393934,.12645362,.12909192,.13532645
.14482373,.14329638,.1484599,.14643688,.1420228,.14185916,.14369802,.1383578,.14400224,.14856875
.12205868,.12033468,.12155108,.11893363,.1171028,.11570946,.11688311,.11683113,.11775209,.12194891
.10551196,.10167725,.10366197,.099621214,.10111195,.09888342,.10141487,.10155956,.10147811,.10480099
.093323141,.091482647,.091090046,.090665899,.091653183,.090283751,.09115307,.09184061,.08882302,.091932997
.084400907,.075330503,.069897711,.073474474,.071481027,.078881048,.079441622,.073989898,.079080343,.075753801
.30732203,.30301508,.3124693,.29927006,.29555556,.29570302,.30796823,.29393786,.29353359,.30185837
.32025477,.31279981,.31968427,.31798634,.30776867,.3078692,.31790122,.31506148,.32096237,.31643975
.26786172,.26244918,.26321012,.25858998,.25149849,.25166923,.26053244,.26524311,.2647967,.25817075
.23620422,.22435406,.22657029,.21968725,.22037736,.21592966,.23046875,.23399845,.22939347,.22678572
.20958549,.19866358,.19934887,.19953656,.19519596,.19589503,.20450379,.21015625,.20088588,.19579703
